time,annotation
0.2833333333333333,+
0.5694444444444444,/
1.3888888888888888,/
2.2555555555555555,/
3.1416666666666666,/
3.9972222222222222,/
4.822222222222222,f
5.65,/
6.458333333333333,/
7.302777777777778,/
8.130555555555556,/
8.988888888888889,/
9.847222222222221,/
10.713888888888889,/
11.53888888888889,/
12.322222222222223,/
13.113888888888889,/
13.952777777777778,/
14.827777777777778,/
15.73611111111111,/
16.580555555555556,/
17.391666666666666,/
18.194444444444443,/
19.03611111111111,/
19.866666666666667,/
20.730555555555554,/
21.59722222222222,/
22.444444444444443,/
23.283333333333335,/
24.094444444444445,/
24.880555555555556,/
25.711111111111112,/
26.544444444444444,/
27.45277777777778,/
28.31111111111111,/
29.141666666666666,/
29.93888888888889,/
30.747222222222224,/
31.558333333333334,/
32.425,/
33.327777777777776,/
34.172222222222224,/
35.00833333333333,/
35.827777777777776,/
36.61666666666667,/
37.455555555555556,/
38.044444444444444,V
38.93611111111111,/
39.8,/
40.65555555555556,/
41.48888888888889,/
42.28333333333333,/
43.06944444444444,/
43.897222222222226,/
44.78888888888889,/
45.672222222222224,/
46.49166666666667,/
47.327777777777776,/
48.12777777777778,/
48.925,/
49.78611111111111,/
50.63333333333333,/
51.48888888888889,/
52.352777777777774,/
53.18888888888889,/
54.0,/
54.78611111111111,/
55.602777777777774,/
56.452777777777776,/
57.34166666666667,/
58.205555555555556,/
59.03888888888889,/
59.84722222222222,/
60.625,/
61.477777777777774,/
62.34722222222222,/
63.230555555555554,/
64.08611111111111,/
64.93333333333334,/
65.74444444444444,/
66.55,/
67.3861111111111,/
68.20833333333333,/
69.07222222222222,/
69.94444444444444,/
70.79722222222222,/
71.61944444444444,/
72.40555555555555,/
73.21666666666667,/
74.04722222222222,/
74.91388888888889,/
75.79166666666667,/
76.64166666666667,/
77.44722222222222,/
78.2611111111111,/
79.08611111111111,/
79.90833333333333,f
80.4888888888889,V
81.38055555555556,f
82.04722222222222,V
82.93055555555556,/
83.7611111111111,/
84.55555555555556,/
85.375,/
86.16944444444445,f
86.475,+
86.78055555555555,V
87.71111111111111,f
88.39722222222223,V
89.24722222222222,f
89.9,V
90.75277777777778,f
91.38055555555556,V
91.82777777777778,+
92.275,/
93.16111111111111,/
93.97777777777777,/
94.84444444444445,/
95.675,/
96.48055555555555,/
97.28888888888889,/
98.10277777777777,/
98.94166666666666,/
99.8,/
100.66388888888889,/
101.49444444444444,/
102.29166666666667,/
103.08055555555555,/
103.89166666666667,/
104.79166666666667,/
105.66666666666667,/
106.49722222222222,/
107.33333333333333,/
108.13888888888889,/
108.94722222222222,/
109.79166666666667,/
110.64444444444445,/
111.52222222222223,/
112.37222222222222,/
113.05833333333334,V
113.89722222222223,f
114.72777777777777,/
115.53055555555555,/
116.38888888888889,/
117.26666666666667,/
118.125,/
118.98055555555555,/
119.79444444444445,/
120.575,/
121.41388888888889,/
122.31111111111112,/
123.23055555555555,/
124.08333333333333,/
124.93333333333334,/
125.73333333333333,/
126.54444444444445,/
127.40555555555555,/
128.275,/
129.14444444444445,/
130.01944444444445,/
130.87777777777777,/
131.7,/
132.47222222222223,/
133.2722222222222,/
134.10833333333332,/
134.98055555555555,/
135.86944444444444,/
136.71944444444443,/
137.525,/
138.33333333333334,/
139.16944444444445,/
140.01388888888889,/
140.87777777777777,/
141.73888888888888,/
142.57777777777778,/
143.41944444444445,/
144.23611111111111,/
145.0361111111111,/
145.87222222222223,/
146.73333333333332,/
147.62222222222223,/
148.475,/
149.29166666666666,/
150.08333333333334,/
150.88888888888889,/
151.7111111111111,/
152.59722222222223,/
153.48333333333332,/
154.31944444444446,/
155.15833333333333,/
155.98611111111111,/
156.78333333333333,/
157.60833333333332,/
158.44444444444446,/
159.31944444444446,/
160.16944444444445,f
160.73333333333332,V
161.5888888888889,f
162.3388888888889,N
163.15277777777777,f
164.0222222222222,/
164.91666666666666,/
165.79722222222222,/
166.63333333333333,/
167.4611111111111,/
168.25555555555556,/
169.06666666666666,/
169.925,/
170.78333333333333,/
171.63333333333333,/
172.49444444444444,/
173.3388888888889,/
174.13611111111112,/
174.94444444444446,/
175.75555555555556,/
176.61111111111111,/
177.51111111111112,/
178.36944444444444,/
179.2,/
179.98611111111111,f
180.76111111111112,f
181.55833333333334,N
182.10833333333332,V
183.0638888888889,/
183.9138888888889,/
184.76944444444445,/
185.58055555555555,/
186.37777777777777,f
186.74166666666667,+
187.10555555555555,N
187.8138888888889,N
188.34444444444443,V
188.79444444444445,+
189.24722222222223,/
190.11666666666667,/
190.9611111111111,/
191.77777777777777,/
192.55833333333334,/
193.36944444444444,/
194.1888888888889,/
195.05555555555554,/
195.93055555555554,/
196.78055555555557,/
197.5861111111111,/
198.39166666666668,/
199.21666666666667,/
200.05277777777778,/
200.90833333333333,/
201.76388888888889,/
202.6027777777778,/
203.43055555555554,f
204.26111111111112,/
205.02777777777777,f
205.84722222222223,f
206.6472222222222,N
207.25277777777777,V
208.18055555555554,f
209.00277777777777,f
209.80555555555554,f
210.33333333333334,V
211.18333333333334,/
212.01388888888889,/
212.92222222222222,/
213.77777777777777,/
214.61111111111111,/
215.44444444444446,/
216.26666666666668,/
217.05833333333334,f
217.89166666666668,/
218.73888888888888,/
219.61111111111111,/
220.47222222222223,/
221.30833333333334,/
222.10833333333332,/
222.91944444444445,/
223.7277777777778,/
224.60833333333332,/
225.5,/
226.35,/
227.17777777777778,/
228.0,/
228.79444444444445,/
229.62777777777777,/
230.50833333333333,/
231.39444444444445,/
232.23611111111111,/
233.0888888888889,/
233.9111111111111,/
234.73611111111111,/
235.55277777777778,/
236.38611111111112,f
236.95555555555555,V
237.86388888888888,f
238.57777777777778,V
239.43333333333334,f
240.25833333333333,/
241.05833333333334,/
241.92222222222222,/
242.82222222222222,/
243.6861111111111,/
244.5361111111111,/
245.375,/
246.175,/
246.99444444444444,/
247.82222222222222,/
248.68333333333334,/
249.54722222222222,/
250.41666666666666,/
251.25277777777777,/
252.0638888888889,/
252.85555555555555,/
253.69444444444446,/
254.55277777777778,/
255.45,/
256.3027777777778,/
257.14166666666665,/
257.9166666666667,f
258.72222222222223,f
259.25555555555553,V
260.15277777777777,/
260.80555555555554,V
261.7083333333333,f
262.10555555555555,+
262.5027777777778,N
263.2972222222222,N
264.0833333333333,N
264.89166666666665,f
265.6333333333333,N
266.1361111111111,V
266.60277777777776,+
267.0722222222222,/
267.95,/
268.80833333333334,/
269.6138888888889,/
270.4,/
271.2055555555556,/
272.0527777777778,/
272.96944444444443,/
273.8388888888889,/
274.6694444444444,/
275.50555555555553,/
276.3277777777778,/
277.15,/
277.96666666666664,/
278.84166666666664,/
279.7083333333333,/
280.5777777777778,/
281.4222222222222,/
282.225,/
283.0138888888889,/
283.84166666666664,/
284.75555555555553,/
285.65277777777777,/
286.4861111111111,/
287.30833333333334,/
288.1138888888889,/
288.9222222222222,/
289.76666666666665,/
290.64444444444445,/
291.51666666666665,/
292.36944444444447,/
293.2083333333333,f
293.4972222222222,+
293.7888888888889,V
294.6333333333333,/
295.3,V
296.18333333333334,/
296.8361111111111,V
297.2944444444444,+
297.7527777777778,f
298.6111111111111,f
299.2,V
300.0777777777778,/
300.85833333333335,/
301.7027777777778,/
302.5861111111111,/
303.4583333333333,/
304.27777777777777,/
305.1166666666667,/
305.9222222222222,/
306.72222222222223,/
307.53333333333336,/
308.3666666666667,/
309.2138888888889,/
310.0888888888889,/
310.925,/
311.7416666666667,f
312.525,f
313.0111111111111,V
313.8888888888889,/
314.6,V
315.525,f
316.35,f
317.175,f
317.96944444444443,f
318.80555555555554,/
319.6388888888889,/
320.4916666666667,/
321.3666666666667,/
322.21944444444443,/
323.0472222222222,/
323.86944444444447,/
324.6722222222222,/
325.5,/
326.3333333333333,/
327.2138888888889,/
328.0861111111111,/
328.93888888888887,/
329.7361111111111,/
330.51944444444445,/
331.3305555555556,/
332.18611111111113,/
333.10277777777776,/
333.96666666666664,/
334.76666666666665,/
335.61944444444447,/
336.44166666666666,/
337.2611111111111,/
338.10277777777776,/
338.96666666666664,/
339.8333333333333,/
340.68611111111113,/
341.51666666666665,/
342.31111111111113,/
343.125,/
343.9472222222222,/
344.85555555555555,/
345.7638888888889,/
346.6138888888889,/
347.4277777777778,/
348.23333333333335,/
349.0027777777778,f
349.5888888888889,V
350.5361111111111,f
351.36944444444447,V
352.25555555555553,/
353.1,/
353.9222222222222,/
354.71944444444443,/
355.5416666666667,/
356.3833333333333,/
357.27222222222224,/
358.1388888888889,/
358.9888888888889,/
359.7944444444444,/
360.5833333333333,/
361.3888888888889,/
362.28055555555557,/
363.19166666666666,/
364.05,/
364.89444444444445,/
365.7111111111111,/
366.50555555555553,/
367.34166666666664,/
368.2083333333333,/
369.0888888888889,/
369.9472222222222,/
370.81944444444446,/
371.6333333333333,/
372.43333333333334,/
373.23333333333335,/
374.0805555555556,/
374.8027777777778,V
375.7361111111111,/
376.4583333333333,V
376.925,V
377.775,/
378.56388888888887,/
379.4222222222222,/
380.2916666666667,/
381.19444444444446,/
382.05555555555554,/
382.90555555555557,/
383.71944444444443,/
384.525,/
385.34444444444443,/
