time,annotation
0.07777777777777778,+
0.6111111111111112,N
1.2277777777777779,N
1.675,V
2.566666666666667,N
3.4472222222222224,N
3.9722222222222223,V
5.011111111111111,N
5.733333333333333,N
6.544444444444444,N
7.0,V
7.847222222222222,N
8.511111111111111,N
9.791666666666666,N
10.55,N
11.466666666666667,N
12.469444444444445,N
13.438888888888888,N
14.144444444444444,N
14.875,N
15.380555555555556,V
16.244444444444444,N
16.941666666666666,N
17.641666666666666,N
18.08888888888889,V
19.108333333333334,N
20.041666666666668,N
20.866666666666667,N
21.358333333333334,V
22.419444444444444,N
23.058333333333334,N
23.738888888888887,N
24.488888888888887,N
25.683333333333334,N
26.427777777777777,N
27.180555555555557,N
28.06388888888889,N
28.816666666666666,N
29.558333333333334,N
30.044444444444444,V
30.90277777777778,N
31.619444444444444,N
32.44166666666667,N
32.922222222222224,V
33.74166666666667,N
34.416666666666664,N
35.394444444444446,N
36.18333333333333,N
36.68055555555556,V
37.48888888888889,N
38.15833333333333,N
38.88333333333333,N
39.56666666666667,N
40.394444444444446,N
41.11666666666667,N
41.575,V
42.59444444444444,N
43.23888888888889,N
43.983333333333334,N
44.68055555555556,N
45.93888888888889,N
47.016666666666666,N
47.769444444444446,N
48.41111111111111,N
49.11666666666667,N
49.75,N
50.56944444444444,N
51.28888888888889,N
52.105555555555554,N
52.975,N
53.516666666666666,V
54.55,N
55.18888888888889,N
55.96388888888889,N
56.37222222222222,V
57.36666666666667,N
58.08611111111111,N
59.00555555555555,N
59.69166666666667,N
60.43333333333333,N
61.05277777777778,N
61.766666666666666,N
62.21944444444444,V
63.138888888888886,N
63.86666666666667,N
64.79722222222222,N
66.01388888888889,N
66.95555555555555,N
67.66666666666667,N
68.33611111111111,N
69.10833333333333,N
69.99166666666666,N
70.50277777777778,V
71.38888888888889,N
72.07777777777778,N
72.725,N
73.17222222222222,V
73.94444444444444,N
74.63333333333334,N
75.40277777777777,N
75.8638888888889,V
76.91944444444445,N
77.65833333333333,N
78.29166666666667,N
78.925,N
79.35277777777777,V
80.71666666666667,N
81.45277777777778,N
82.30555555555556,N
83.18888888888888,N
83.66944444444445,V
84.51944444444445,N
85.16666666666667,N
85.77222222222223,N
86.45277777777778,N
87.63055555555556,N
88.31388888888888,N
89.33333333333333,N
90.09722222222223,N
90.59166666666667,V
91.64166666666667,N
92.38888888888889,N
92.8638888888889,V
93.74444444444444,N
94.475,N
95.21388888888889,N
95.8861111111111,N
96.325,V
97.13333333333334,N
97.85277777777777,N
99.08333333333333,N
99.80277777777778,N
100.55555555555556,N
101.08611111111111,V
102.13333333333334,N
102.77777777777777,N
103.45,N
103.89722222222223,V
105.1361111111111,N
105.83055555555555,N
106.72777777777777,N
107.475,N
108.16944444444445,N
109.0111111111111,N
109.8861111111111,N
110.32777777777778,V
111.15555555555555,N
111.84166666666667,N
112.51666666666667,N
113.00833333333334,V
113.93888888888888,N
114.83888888888889,N
115.46111111111111,N
116.05555555555556,N
116.53055555555555,V
117.59166666666667,N
118.48055555555555,N
118.96388888888889,V
119.79722222222222,N
120.45277777777778,N
121.08055555555555,N
121.68333333333334,N
122.33888888888889,N
123.15555555555555,N
123.6361111111111,V
124.55555555555556,N
125.31111111111112,N
125.81944444444444,V
126.71388888888889,N
127.39722222222223,N
128.2,N
128.65277777777777,V
129.5388888888889,N
130.29166666666666,N
130.9611111111111,N
131.65555555555557,N
132.11111111111111,V
132.9611111111111,N
133.7,N
134.17777777777778,V
134.9111111111111,N
135.6861111111111,N
136.54166666666666,N
137.04166666666666,V
137.84722222222223,N
138.4638888888889,N
139.075,N
139.5222222222222,V
140.4611111111111,N
141.82222222222222,N
142.7138888888889,N
143.18055555555554,V
144.00555555555556,N
144.8138888888889,N
145.28333333333333,V
146.10555555555555,N
146.86111111111111,N
147.53333333333333,N
148.49444444444444,N
149.24722222222223,N
149.94722222222222,N
150.70277777777778,N
151.71944444444443,N
152.40555555555557,N
153.0638888888889,N
153.54722222222222,V
154.50277777777777,N
155.1888888888889,N
155.95277777777778,N
156.54444444444445,N
157.35555555555555,N
158.0361111111111,N
159.30555555555554,N
160.02777777777777,N
160.66944444444445,N
161.1638888888889,V
162.0611111111111,N
162.69722222222222,N
163.35833333333332,N
163.80277777777778,V
164.61388888888888,N
165.26388888888889,N
166.04166666666666,N
166.76944444444445,N
167.93333333333334,N
168.5861111111111,N
169.2722222222222,N
169.7111111111111,V
170.5861111111111,V
171.45277777777778,N
171.93333333333334,V
173.19722222222222,N
173.99166666666667,N
174.44722222222222,V
175.34722222222223,N
176.00833333333333,N
176.64444444444445,N
177.3361111111111,N
177.8111111111111,V
178.61111111111111,N
179.2722222222222,N
179.9111111111111,N
180.34722222222223,V
181.2277777777778,N
181.85555555555555,N
182.55555555555554,N
183.02777777777777,V
184.13055555555556,N
185.39444444444445,N
186.23333333333332,N
186.6861111111111,V
187.53333333333333,N
188.22222222222223,N
188.98888888888888,N
189.4777777777778,V
190.2888888888889,N
191.61944444444444,N
192.5388888888889,N
193.2138888888889,N
194.45,N
195.34444444444443,N
195.99722222222223,N
196.925,N
197.75277777777777,N
198.21666666666667,V
199.15555555555557,N
200.03333333333333,N
200.8111111111111,N
201.6027777777778,N
202.1027777777778,V
203.07777777777778,N
203.73055555555555,N
204.42777777777778,N
204.8972222222222,V
205.80555555555554,N
207.25,N
208.0361111111111,N
208.50833333333333,V
209.32777777777778,N
209.99722222222223,N
210.62222222222223,N
211.24444444444444,N
211.95277777777778,N
212.66944444444445,N
213.21944444444443,V
214.2138888888889,N
214.98888888888888,N
215.76666666666668,N
216.24722222222223,V
216.96666666666667,N
217.55833333333334,N
