time,annotation
0.13055555555555556,+
0.2638888888888889,/
0.7555555555555555,/
1.5805555555555555,/
2.4555555555555557,/
3.35,/
4.219444444444444,/
5.055555555555555,/
5.883333333333334,/
6.705555555555556,/
7.558333333333334,/
8.425,/
9.297222222222222,/
10.169444444444444,/
11.030555555555555,/
11.852777777777778,/
12.666666666666666,/
13.5,/
14.36111111111111,/
15.25,/
16.122222222222224,/
16.969444444444445,/
17.79722222222222,/
18.644444444444446,/
19.480555555555554,/
20.32777777777778,/
21.20277777777778,/
22.072222222222223,/
22.927777777777777,/
23.752777777777776,/
24.569444444444443,/
25.394444444444446,/
26.283333333333335,/
27.169444444444444,/
28.02777777777778,/
28.883333333333333,/
29.705555555555556,/
30.538888888888888,/
31.375,/
32.233333333333334,/
33.105555555555554,/
34.0,/
34.85,/
35.66388888888889,/
36.486111111111114,/
37.30833333333333,/
38.18611111111111,/
39.077777777777776,/
39.952777777777776,/
40.8,/
41.641666666666666,/
42.46666666666667,/
43.28611111111111,/
44.13611111111111,/
45.013888888888886,/
45.894444444444446,/
46.76111111111111,/
47.577777777777776,/
48.391666666666666,/
49.24166666666667,/
50.108333333333334,/
50.983333333333334,/
51.855555555555554,/
52.708333333333336,/
53.544444444444444,/
54.37777777777778,/
55.2,/
56.03611111111111,/
56.92777777777778,/
57.81388888888889,/
58.666666666666664,/
59.49166666666667,/
60.31944444444444,/
61.15,/
62.022222222222226,/
62.897222222222226,/
63.766666666666666,/
64.63055555555556,/
65.475,/
66.29722222222222,/
67.1138888888889,/
67.96111111111111,/
68.83055555555555,/
69.725,/
70.58611111111111,/
71.41666666666667,/
72.23611111111111,/
73.09444444444445,/
73.94722222222222,/
74.80555555555556,/
75.68055555555556,/
76.53611111111111,/
77.37222222222222,/
78.2,/
79.02777777777777,/
79.8638888888889,/
80.76388888888889,/
81.64166666666667,/
82.49444444444444,/
83.33333333333333,/
84.15277777777777,/
84.99166666666666,/
85.85277777777777,/
86.71944444444445,/
87.58333333333333,/
88.46666666666667,/
89.19722222222222,V
90.00555555555556,/
90.82222222222222,/
91.66666666666667,/
92.54166666666667,/
93.43611111111112,/
94.30277777777778,/
95.1361111111111,/
95.96388888888889,/
96.80555555555556,/
97.65,/
98.50555555555556,/
99.38333333333334,/
100.25277777777778,/
101.10555555555555,/
101.92222222222222,/
102.73611111111111,/
103.58055555555555,/
104.47777777777777,/
105.36111111111111,/
106.22222222222223,/
107.06944444444444,/
107.88333333333334,/
108.71388888888889,/
109.54722222222222,/
110.40833333333333,/
111.28888888888889,/
112.18333333333334,/
113.025,/
113.83888888888889,/
114.65833333333333,/
115.49444444444444,/
116.37777777777778,/
117.26388888888889,/
118.13333333333334,/
118.975,/
119.81666666666666,/
120.63888888888889,/
121.46111111111111,/
122.32222222222222,/
123.19722222222222,/
124.07777777777778,/
124.93333333333334,/
125.75833333333334,/
126.575,/
127.43611111111112,/
128.30833333333334,/
129.17222222222222,/
130.03333333333333,/
