time,annotation
0.23055555555555557,~
0.6361111111111111,+
0.975,N
2.011111111111111,N
3.0166666666666666,N
4.022222222222222,N
5.080555555555556,N
6.102777777777778,N
7.141666666666667,N
8.105555555555556,N
8.983333333333333,N
9.919444444444444,N
10.919444444444444,N
11.891666666666667,N
12.811111111111112,N
13.741666666666667,N
14.597222222222221,N
15.438888888888888,N
16.28611111111111,N
17.15,N
17.977777777777778,N
18.769444444444446,N
19.569444444444443,N
20.377777777777776,N
21.15277777777778,N
21.93611111111111,N
22.730555555555554,N
23.541666666666668,N
24.32777777777778,N
25.069444444444443,N
25.752777777777776,N
26.43611111111111,N
27.136111111111113,N
27.883333333333333,N
28.65277777777778,N
29.397222222222222,N
30.23611111111111,N
31.233333333333334,N
32.18888888888889,N
33.15277777777778,N
34.13055555555555,N
35.13611111111111,N
36.11388888888889,N
36.99722222222222,N
37.825,N
38.205555555555556,~
38.66111111111111,N
39.519444444444446,N
40.455555555555556,N
41.397222222222226,N
42.30833333333333,N
43.225,N
44.166666666666664,N
45.125,N
46.125,N
47.21666666666667,N
48.205555555555556,N
49.169444444444444,N
50.07222222222222,N
50.925,N
51.78888888888889,N
52.67777777777778,N
53.541666666666664,N
54.38611111111111,N
55.19166666666667,N
55.93333333333333,N
56.68333333333333,N
57.47222222222222,N
58.30277777777778,N
59.166666666666664,N
60.102777777777774,N
61.13333333333333,N
62.12222222222222,N
62.483333333333334,~
63.025,N
63.93333333333333,N
64.9,N
65.8861111111111,N
66.8,N
67.67222222222222,N
68.56388888888888,N
69.47222222222223,N
70.38333333333334,N
71.38055555555556,N
72.41111111111111,N
73.42777777777778,N
74.40833333333333,N
75.38333333333334,N
76.30833333333334,N
77.25,N
78.225,N
79.16666666666667,N
80.00277777777778,N
80.84722222222223,N
81.68888888888888,N
82.53333333333333,N
83.4,N
84.2611111111111,N
85.08333333333333,N
85.88888888888889,N
86.63888888888889,N
87.39444444444445,N
88.12777777777778,N
88.92777777777778,N
89.82222222222222,N
90.13888888888889,~
90.74166666666666,N
91.29722222222222,V
91.79166666666667,V
92.9888888888889,N
93.48055555555555,V
