time,annotation
0.2777777777777778,+
0.675,R
1.925,R
3.1083333333333334,R
4.311111111111111,R
5.525,R
6.788888888888889,R
8.01388888888889,R
9.186111111111112,R
10.4,R
11.544444444444444,R
12.761111111111111,R
13.933333333333334,R
15.158333333333333,R
16.32777777777778,R
17.575,R
18.766666666666666,R
20.0,R
21.20277777777778,R
22.42222222222222,R
23.61111111111111,R
24.822222222222223,R
25.988888888888887,R
27.205555555555556,R
28.38888888888889,R
29.613888888888887,R
30.79722222222222,R
31.991666666666667,R
33.2,R
34.40555555555556,R
35.58888888888889,R
36.766666666666666,R
37.975,R
39.166666666666664,R
40.355555555555554,R
41.61388888888889,R
42.830555555555556,R
44.06944444444444,R
45.32222222222222,R
46.577777777777776,R
47.77777777777778,R
49.02777777777778,R
50.24722222222222,R
51.49444444444445,R
52.730555555555554,R
53.93333333333333,R
55.19166666666667,R
56.43888888888889,R
57.7,R
58.95,R
60.141666666666666,R
61.36944444444445,R
62.58888888888889,R
63.855555555555554,R
65.06388888888888,R
66.38333333333334,R
67.67222222222222,R
68.93055555555556,R
70.14444444444445,R
71.35555555555555,R
72.52222222222223,R
73.72222222222223,R
74.86944444444444,R
76.1,R
77.36666666666666,R
78.55,R
79.79444444444445,R
80.94166666666666,R
82.15277777777777,R
83.39444444444445,R
84.58333333333333,R
85.8,R
86.99722222222222,R
88.20833333333333,R
89.43333333333334,R
90.67222222222222,R
91.90277777777777,R
93.10277777777777,R
94.325,R
95.54722222222222,R
96.78611111111111,R
97.96111111111111,R
99.1361111111111,R
100.35277777777777,R
101.62777777777778,R
102.86944444444444,R
104.11111111111111,R
105.37222222222222,R
106.58333333333333,R
107.85,R
109.1,R
110.325,R
111.59166666666667,R
112.88055555555556,R
114.13333333333334,R
115.32222222222222,R
116.55555555555556,R
117.72222222222223,R
118.95277777777778,R
120.13333333333334,R
121.33333333333333,R
122.52777777777777,R
123.76944444444445,R
124.93055555555556,R
126.175,R
127.39444444444445,R
128.60555555555555,R
129.85,R
131.02777777777777,R
132.24444444444444,R
133.49166666666667,R
134.7,R
135.9111111111111,R
137.075,R
138.29722222222222,R
139.475,R
140.68055555555554,R
141.87222222222223,R
143.075,R
144.30833333333334,R
145.50555555555556,R
146.74166666666667,R
147.90555555555557,R
149.07222222222222,R
150.29166666666666,R
151.48055555555555,R
152.71944444444443,R
153.87222222222223,R
155.0861111111111,R
156.31944444444446,R
157.52777777777777,R
158.73333333333332,R
159.91944444444445,R
161.15833333333333,R
162.32222222222222,R
163.5361111111111,R
164.70833333333334,R
165.89444444444445,R
167.11388888888888,R
168.29722222222222,R
169.5,R
170.64166666666668,R
171.86388888888888,R
173.05555555555554,R
174.25555555555556,R
175.425,R
176.59722222222223,R
177.8,R
178.95,R
180.1861111111111,R
181.35,R
182.53333333333333,R
183.73888888888888,R
184.94444444444446,R
186.1472222222222,R
187.34722222222223,R
188.5861111111111,R
189.78055555555557,R
191.00833333333333,R
192.21944444444443,R
193.3972222222222,R
194.63888888888889,R
195.86944444444444,R
197.06944444444446,R
198.2861111111111,R
199.52777777777777,R
200.73611111111111,R
201.98888888888888,R
203.175,R
204.37777777777777,R
205.56944444444446,R
206.75833333333333,R
207.99722222222223,R
209.18055555555554,R
210.4138888888889,R
211.66944444444445,R
212.95277777777778,R
214.17222222222222,R
215.40277777777777,R
216.63888888888889,R
217.84166666666667,R
219.09166666666667,R
220.30555555555554,R
221.57777777777778,R
222.85555555555555,R
224.10555555555555,R
225.3361111111111,R
226.55555555555554,R
227.79722222222222,R
229.00833333333333,R
230.225,R
231.4361111111111,R
232.63611111111112,R
233.87777777777777,R
235.1027777777778,R
236.34166666666667,R
237.5388888888889,R
238.74444444444444,R
239.95833333333334,R
241.17222222222222,R
242.36944444444444,R
243.575,R
244.81666666666666,R
246.04444444444445,R
247.28333333333333,R
248.49444444444444,R
249.67777777777778,R
250.89166666666668,R
252.10833333333332,R
253.2722222222222,R
254.46944444444443,R
255.69722222222222,R
256.86944444444447,R
258.1222222222222,R
259.3222222222222,R
260.4916666666667,R
261.69166666666666,R
262.8833333333333,R
264.06944444444446,R
265.18888888888887,R
266.3611111111111,R
267.4972222222222,R
268.7083333333333,R
269.84444444444443,R
271.0444444444444,R
272.225,R
273.3722222222222,R
274.52777777777777,R
275.65277777777777,R
276.76666666666665,R
277.9,R
278.98333333333335,R
280.0805555555556,R
281.1277777777778,R
282.18333333333334,R
283.2,R
284.23055555555555,R
285.2611111111111,R
286.2638888888889,R
286.89722222222224,+
287.2583333333333,J
288.2388888888889,J
289.2388888888889,J
290.2055555555556,J
291.18888888888887,J
292.125,J
293.06111111111113,J
293.9916666666667,J
294.93055555555554,J
295.85277777777776,J
296.80833333333334,J
297.73333333333335,J
298.69166666666666,J
299.65,J
300.525,V
301.5888888888889,J
302.59166666666664,J
303.5527777777778,J
304.14444444444445,V
305.23333333333335,J
306.2388888888889,J
307.2027777777778,J
308.2111111111111,J
309.2055555555556,J
310.22777777777776,J
311.0,+
311.30833333333334,F
312.34722222222223,V
313.3888888888889,V
314.3888888888889,V
315.40833333333336,V
316.425,V
317.4638888888889,V
318.4861111111111,V
319.5472222222222,V
320.5888888888889,V
321.61944444444447,V
322.7027777777778,V
323.75,V
324.825,V
325.8861111111111,V
326.9583333333333,V
328.06944444444446,V
329.15277777777777,V
330.3277777777778,V
331.43055555555554,F
332.21944444444443,+
332.5138888888889,J
333.5861111111111,J
334.6222222222222,J
335.7055555555556,J
336.7527777777778,J
337.8277777777778,J
338.55555555555554,+
338.9111111111111,R
339.98333333333335,R
341.0472222222222,R
342.0861111111111,R
343.1388888888889,R
344.225,R
345.3277777777778,R
346.40833333333336,R
347.5083333333333,R
348.5388888888889,R
349.60833333333335,R
350.6638888888889,R
351.7388888888889,R
352.81388888888887,R
353.85,R
354.93333333333334,R
355.99444444444447,R
357.05,R
358.13055555555553,R
359.19166666666666,R
360.2416666666667,R
361.2944444444444,R
362.34444444444443,R
363.40833333333336,R
364.4611111111111,R
365.525,R
366.64166666666665,R
367.7055555555556,R
368.8305555555556,R
369.8777777777778,R
370.9888888888889,R
372.06388888888887,R
373.2027777777778,R
374.2916666666667,R
375.45,R
376.56111111111113,R
377.6722222222222,R
378.80555555555554,R
379.9194444444444,R
381.0416666666667,R
382.1111111111111,R
383.2083333333333,R
384.31111111111113,R
385.4138888888889,R
386.5111111111111,R
387.575,R
388.6111111111111,R
389.72222222222223,R
390.8333333333333,R
391.9555555555556,R
393.06111111111113,R
394.15833333333336,R
395.275,R
396.34722222222223,R
397.4916666666667,R
398.5861111111111,R
399.7472222222222,R
400.86944444444447,R
402.06388888888887,R
403.1972222222222,R
404.34722222222223,R
405.4527777777778,R
406.6388888888889,R
407.7638888888889,R
408.93888888888887,R
410.0416666666667,R
411.18333333333334,R
412.2638888888889,R
413.39166666666665,R
414.46944444444443,R
415.59166666666664,R
416.69166666666666,R
417.81666666666666,R
419.0083333333333,R
420.13055555555553,R
421.2472222222222,R
422.34722222222223,R
423.4527777777778,R
424.5111111111111,R
425.575,R
426.65277777777777,R
427.7472222222222,R
428.81111111111113,R
429.9138888888889,R
430.9888888888889,R
432.1166666666667,R
433.21666666666664,R
434.35833333333335,R
435.49444444444447,R
436.59722222222223,R
437.69166666666666,R
438.8361111111111,R
439.9638888888889,R
441.1,R
442.2055555555556,R
443.31388888888887,R
444.4472222222222,R
445.40833333333336,A
446.7083333333333,R
447.875,R
449.0361111111111,R
450.19444444444446,R
451.3388888888889,R
452.475,R
453.60277777777776,R
454.7111111111111,R
455.85833333333335,R
456.9527777777778,R
458.1222222222222,R
459.2388888888889,R
460.4166666666667,R
461.60833333333335,R
462.7916666666667,R
463.9638888888889,R
465.15833333333336,R
466.275,R
467.4583333333333,R
468.5888888888889,R
469.80833333333334,R
470.9277777777778,R
472.1138888888889,R
473.24444444444447,R
474.4111111111111,R
475.52777777777777,R
476.7083333333333,R
477.8305555555556,R
478.975,R
480.0861111111111,R
481.22222222222223,R
482.31944444444446,R
483.4222222222222,R
484.51666666666665,R
485.6111111111111,R
486.71944444444443,R
487.78055555555557,R
488.88055555555553,R
489.93611111111113,R
491.01666666666665,R
492.0888888888889,R
493.2055555555556,R
494.3277777777778,R
495.4861111111111,R
496.65833333333336,R
497.7944444444444,R
498.9472222222222,R
500.10555555555555,R
501.2888888888889,R
502.4888888888889,R
503.6666666666667,R
504.81666666666666,R
506.03055555555557,R
