time,annotation
0.06388888888888888,+
0.24444444444444444,N
1.2277777777777779,N
2.191666666666667,N
3.2083333333333335,N
4.147222222222222,N
5.058333333333334,N
5.991666666666666,N
6.991666666666666,N
8.025,N
8.994444444444444,N
9.980555555555556,N
10.9,N
11.402777777777779,V
11.658333333333333,x
12.783333333333333,N
13.808333333333334,N
14.86111111111111,N
15.875,N
16.98611111111111,N
17.997222222222224,N
19.127777777777776,N
20.241666666666667,N
21.352777777777778,N
22.377777777777776,N
23.42222222222222,N
24.455555555555556,N
25.544444444444444,N
26.627777777777776,N
27.566666666666666,~
27.675,N
28.680555555555557,N
29.219444444444445,~
29.711111111111112,N
30.211111111111112,V
30.555555555555557,x
31.81388888888889,N
32.830555555555556,N
33.81666666666667,N
34.74722222222222,N
35.71111111111111,N
36.766666666666666,N
37.9,N
39.09166666666667,N
40.18611111111111,N
41.24166666666667,N
42.28333333333333,N
43.388888888888886,N
44.49444444444445,N
45.56388888888889,N
46.63333333333333,N
47.669444444444444,N
48.705555555555556,N
49.81111111111111,N
50.90833333333333,N
51.90277777777778,N
52.90277777777778,N
53.93333333333333,N
55.00555555555555,N
56.09166666666667,N
57.18333333333333,N
58.172222222222224,N
59.18888888888889,N
60.21111111111111,N
61.26111111111111,N
62.297222222222224,N
63.31666666666667,N
64.41388888888889,N
65.58333333333333,N
66.76944444444445,N
67.92777777777778,N
69.02777777777777,N
70.08888888888889,N
71.15833333333333,N
72.19722222222222,N
73.29444444444445,N
74.40833333333333,N
75.50277777777778,N
76.51388888888889,N
77.57222222222222,N
78.64722222222223,N
79.76944444444445,N
80.83333333333333,N
81.81944444444444,N
82.76666666666667,N
83.75,N
84.84722222222223,N
86.04444444444445,N
87.27777777777777,N
88.48611111111111,N
89.61666666666666,N
90.82777777777778,N
92.00277777777778,N
93.09166666666667,N
94.1361111111111,N
95.16388888888889,N
96.18055555555556,N
97.27222222222223,N
98.37222222222222,N
99.34444444444445,N
100.31944444444444,N
101.31388888888888,N
102.35833333333333,N
103.60277777777777,N
104.94722222222222,N
106.10555555555555,N
107.19444444444444,N
108.30833333333334,N
109.41111111111111,N
110.5,N
111.58333333333333,N
112.60555555555555,N
113.65277777777777,N
114.74444444444444,N
115.83611111111111,N
116.92222222222222,N
117.96666666666667,N
118.99722222222222,N
120.05833333333334,N
121.16111111111111,N
122.24444444444444,N
123.30833333333334,N
124.38055555555556,N
125.40833333333333,N
126.43888888888888,N
127.51666666666667,N
128.625,N
129.18333333333334,~
129.61111111111111,N
130.57222222222222,N
131.53333333333333,N
132.575,N
133.87222222222223,N
135.10555555555555,N
136.13611111111112,N
136.5361111111111,~
137.20277777777778,N
137.44444444444446,~
138.28055555555557,N
139.38055555555556,N
140.40277777777777,N
141.42777777777778,N
142.40833333333333,N
143.3972222222222,N
144.46944444444443,N
145.54444444444445,N
146.59722222222223,N
147.63611111111112,N
148.61388888888888,N
149.625,N
150.72222222222223,N
151.8388888888889,N
152.88611111111112,N
153.91944444444445,N
154.95,N
156.0361111111111,N
157.125,N
158.24444444444444,N
159.24722222222223,N
160.3111111111111,N
161.33333333333334,N
162.45555555555555,N
163.51944444444445,N
164.69166666666666,N
165.69166666666666,N
166.67222222222222,N
167.69444444444446,N
168.8527777777778,N
169.94444444444446,N
171.05833333333334,N
172.09166666666667,N
173.11666666666667,N
174.1611111111111,N
175.3,N
176.36388888888888,N
177.42222222222222,N
178.4638888888889,N
179.48611111111111,N
180.54166666666666,N
181.6472222222222,N
182.75555555555556,N
183.775,N
184.8361111111111,N
185.86666666666667,N
186.93333333333334,N
188.01388888888889,N
189.09722222222223,N
190.14166666666668,N
191.10833333333332,N
192.1472222222222,N
193.13333333333333,N
194.225,N
195.2111111111111,N
196.4638888888889,N
197.6611111111111,N
198.96666666666667,N
200.15833333333333,N
201.2722222222222,N
202.33055555555555,N
203.38888888888889,N
204.45555555555555,N
205.56666666666666,N
206.6472222222222,N
207.71944444444443,N
208.7,N
209.75277777777777,N
210.8138888888889,N
211.96944444444443,N
213.0638888888889,N
214.0611111111111,N
215.09722222222223,N
216.19166666666666,N
217.2138888888889,N
217.58333333333334,~
218.3111111111111,N
219.38055555555556,N
220.38333333333333,N
221.45555555555555,N
222.53333333333333,N
223.5888888888889,N
224.61111111111111,N
225.6027777777778,N
226.54722222222222,N
227.50277777777777,N
228.55833333333334,N
229.65277777777777,N
230.92777777777778,N
232.06944444444446,N
232.84444444444443,V
234.33333333333334,N
235.58055555555555,N
236.73611111111111,N
237.73055555555555,N
238.79444444444445,N
239.76944444444445,N
240.86111111111111,N
241.88333333333333,N
242.9611111111111,N
243.99166666666667,N
245.04444444444445,N
246.10555555555555,N
247.1861111111111,N
248.36388888888888,N
248.65833333333333,~
249.4777777777778,N
250.54722222222222,N
251.5638888888889,N
252.66666666666666,N
253.7722222222222,N
254.86388888888888,N
255.89444444444445,N
256.925,N
257.9611111111111,N
259.06666666666666,N
260.0722222222222,N
261.1277777777778,N
262.1277777777778,N
263.14166666666665,N
264.09166666666664,N
265.1361111111111,N
266.31388888888887,N
267.5833333333333,N
268.7916666666667,N
269.84444444444443,N
269.99444444444447,|
271.00555555555553,N
272.1694444444444,N
273.2,N
274.18055555555554,N
275.18611111111113,N
276.23055555555555,N
277.325,N
278.36944444444447,N
279.39444444444445,N
280.4,N
281.40833333333336,N
282.4138888888889,N
283.43888888888887,N
284.45,N
285.4861111111111,N
286.71944444444443,N
287.8388888888889,N
289.0083333333333,N
290.1638888888889,N
291.23055555555555,N
292.2972222222222,N
293.3388888888889,N
294.39722222222224,N
295.50555555555553,N
296.65833333333336,N
297.7111111111111,N
298.1388888888889,V
298.86944444444447,N
299.85555555555555,N
300.94444444444446,N
302.0472222222222,N
303.175,N
304.2611111111111,N
305.25,N
306.39166666666665,N
307.5361111111111,N
308.6138888888889,N
309.725,N
310.73055555555555,N
311.7972222222222,N
312.925,N
314.025,N
315.1,N
316.1666666666667,N
317.22222222222223,N
318.25555555555553,N
319.4194444444444,N
320.4972222222222,N
321.5833333333333,N
322.61944444444447,N
323.6777777777778,N
324.7055555555556,N
325.8722222222222,N
326.6138888888889,|
326.98055555555555,N
328.0444444444444,N
329.10555555555555,N
330.2,N
331.28333333333336,N
332.43888888888887,N
333.49444444444447,N
334.51944444444445,N
335.59722222222223,N
336.7138888888889,N
337.21666666666664,|
337.825,N
338.9166666666667,N
340.0027777777778,N
340.9527777777778,N
341.97222222222223,N
343.03055555555557,N
344.1361111111111,N
345.18055555555554,N
346.22222222222223,N
347.21944444444443,N
348.28055555555557,N
349.35,N
350.47222222222223,N
351.50555555555553,N
