time,annotation
0.11388888888888889,+
0.34444444444444444,N
0.8694444444444445,N
1.3972222222222221,N
1.9555555555555555,N
2.5027777777777778,N
3.05,N
3.5944444444444446,N
4.113888888888889,N
4.636111111111111,N
5.15,N
5.6722222222222225,N
6.169444444444444,N
6.686111111111111,N
7.205555555555556,N
7.738888888888889,N
8.305555555555555,N
8.886111111111111,N
9.441666666666666,N
10.01388888888889,N
10.525,N
11.030555555555555,N
11.536111111111111,N
12.052777777777777,N
12.555555555555555,N
13.08611111111111,N
13.63888888888889,N
14.197222222222223,N
14.747222222222222,N
15.286111111111111,N
15.805555555555555,N
16.322222222222223,N
16.858333333333334,N
17.383333333333333,N
17.855555555555554,V
18.419444444444444,N
18.93611111111111,N
19.477777777777778,N
20.044444444444444,N
20.58888888888889,N
21.155555555555555,N
21.711111111111112,N
22.272222222222222,N
22.791666666666668,N
23.305555555555557,N
23.805555555555557,N
24.31388888888889,N
24.85,N
25.28611111111111,V
25.594444444444445,V
26.525,N
27.069444444444443,N
27.619444444444444,N
28.15277777777778,N
28.67222222222222,N
29.13888888888889,V
29.497222222222224,V
30.208333333333332,N
30.727777777777778,N
31.261111111111113,N
31.8,N
32.34166666666667,N
32.894444444444446,N
33.47222222222222,N
34.022222222222226,N
34.544444444444444,N
35.05,N
35.547222222222224,N
36.044444444444444,N
36.55555555555556,N
37.05555555555556,N
37.59166666666667,N
38.144444444444446,N
38.71388888888889,N
39.272222222222226,N
39.81111111111111,N
40.325,N
40.833333333333336,N
41.34722222222222,N
41.71666666666667,V
42.394444444444446,N
42.93333333333333,N
43.46944444444444,N
44.019444444444446,N
44.56388888888889,N
45.12222222222222,N
45.65833333333333,N
46.208333333333336,N
46.69166666666667,V
47.236111111111114,N
47.725,N
48.225,N
48.727777777777774,N
49.25,N
49.797222222222224,N
50.361111111111114,N
50.90833333333333,N
51.297222222222224,V
51.98888888888889,N
52.5,N
53.01111111111111,N
53.50833333333333,N
54.00555555555555,N
54.31666666666667,V
55.044444444444444,N
55.583333333333336,N
56.138888888888886,N
56.672222222222224,N
57.208333333333336,N
57.763888888888886,N
58.32222222222222,N
58.833333333333336,N
59.333333333333336,N
59.825,N
60.327777777777776,N
60.83888888888889,N
61.38333333333333,N
61.894444444444446,N
62.46111111111111,N
63.019444444444446,N
63.59444444444444,N
64.13055555555556,N
64.66111111111111,N
65.16111111111111,N
65.66111111111111,N
66.17222222222222,N
66.70555555555555,N
67.23333333333333,N
67.79444444444445,N
68.33611111111111,N
68.88888888888889,N
69.46388888888889,N
70.00555555555556,N
70.53611111111111,N
71.04166666666667,N
71.55277777777778,N
72.05,N
72.43055555555556,V
73.07777777777778,N
73.61111111111111,N
74.18055555555556,N
74.78055555555555,N
75.34722222222223,N
75.91111111111111,N
76.41944444444445,N
76.81388888888888,V
77.12777777777778,V
77.93333333333334,N
78.45277777777778,N
78.96944444444445,N
79.52222222222223,N
80.06388888888888,N
80.6138888888889,N
81.14444444444445,N
81.66666666666667,N
82.19444444444444,N
82.71666666666667,N
83.21388888888889,N
